title,episodes,type
"Tetsuwan Atom: Kagayakeru Hoshi - Anata wa Aoku, Utsukushii...",1.0,movie
Tetsuwan Atom: Uchuu no Yuusha,1.0,movie
Tetsuwan Birdy Decode: The Cipher,1.0,ova
Tetsuwan Birdy Decode:02,12.0,tv
Texhnolyze: Revisit,1.0,special
Tezuka Osamu Monogatari: Boku wa Son Gokuu,1.0,special
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,1.0,movie
Tezuka Osamu no Buddha: Owarinaki Tabi,1.0,movie
Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,26.0,tv
Tezuka Osamu no Uchuu Wonder 3: Ginga Renmei no Shisha,1.0,movie
"That's Hanakappa Musical: Pan to Gohan, Docchi nano!?",1.0,movie
The Aurora: Umi no Aurora,1.0,movie
The Borgman: Last Battle,1.0,ova
The Dentsu Advertising Awards: Walk Walk,1.0,special
The Disappearance of Conan Edogawa: The Worst Two Days in History,1.0,special
The Epic of Zektbach: Ristaccia,1.0,music
The Fullmoon Tradition: Indra Pilot Film,1.0,movie
The Hakkenden: Shin Shou,7.0,ova
The Humanoid: Ai no Wakusei Lezeria,1.0,ova
The IDOLM@STER Cinderella Girls: Starlight Stage CMs,10.0,special
The Kabocha Wine: Nita no Aijou Monogatari,1.0,movie
The Kabocha Wine: Ore to Aitsu no Shinkon Ryokou!?,1.0,special
The King of Fighters: Destiny,24.0,ona
The Last: Naruto the Movie,1.0,movie
The Legend of Heroes: Sen no Kiseki - Northern War,12.0,tv
The New A-Class.: Next Stage with YOU,1.0,ona
The Primitives: Bongo and Grunge,52.0,tv
The Siamese: First Mission,1.0,movie
The Snack World: Hitogirai no Renny,1.0,movie
The SoulTaker: Tamashii-gari,13.0,tv
The SoulTaker: Tamashii-gari - Komugi Daisakusen,3.0,special
"The Tales of Rien Village #1: ""Toilet ni Ittokiya""",1.0,ona
The Third: Aoi Hitomi no Shoujo,24.0,tv
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,1.0,special
"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",1.0,special
The iDOLM@STER Cinderella Girls: Special Program,1.0,special
The iDOLM@STER Cinderella Girls: Spin-off!,1.0,ona
"The iDOLM@STER Cinderella Girls: Starlight Stage - 5-shuunen Kinen ""Go Just Go!"" PV",1.0,music
The iDOLM@STER Cinderella Girls: U149,12.0,tv
The iDOLM@STER Cinderella Girls: U149 Recap,1.0,special
The iDOLM@STER Movie: Kagayaki no Mukougawa e!,1.0,movie
The iDOLM@STER Prologue SideM: Episode of Jupiter,1.0,special
The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,1.0,special
The iDOLM@STER SideM: Wake Atte Mini!,12.0,tv
The iDOLM@STER SideM: Wake Atte Mini! - Shoshi Kantetsu Daisouji!,1.0,ova
The iDOLM@STER SideM: Wake Atte Mini! Specials,3.0,special
The iDOLM@STER: 765 Pro to Iu Monogatari,1.0,special
Thermae Romae: Kodai Romajin ga Uchuu e,1.0,ona
The☆Doraemons: Dokidoki Kikansha Daibakusou!,1.0,movie
The☆Doraemons: Goal! Goal! Goal!!,1.0,movie
The☆Doraemons: Mushimushi Pyonpyon Daisakusen!,1.0,movie
The☆Doraemons: Mystery X'Mass Daisakusen,1.0,special
"The☆Doraemons: Strange, Sweets, Strange?",1.0,movie
The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,1.0,movie
Tian Tian Quan Baobei: Feixing Leyuan,25.0,tv
Tian Tian Quan Baobei: Gongfu Xueyuan,25.0,tv
Tian Tian Quan Baobei: Mifeng Huayuan,25.0,tv
Tian Tian Quan Baobei: Saiche Xiao Zhen,25.0,tv
Tian Xin Ge Ge: Henian Duanpian,1.0,special
Tian Xin Ge Ge: Huanbao Xilie,11.0,special
Tian Yu 2nd Season: Cang Gu Zhi Ban,13.0,ona
Tianwai Fuxing: Chi Jian Chuanqi,26.0,tv
Tiaowei Gongyu: Xiao Shenghuo Da Daoli,40.0,ona
Tico: Shuqi de Weiji,22.0,tv
Tide-Line Blue: Kyoudai,1.0,special
Tiger & Bunny Movie 1: The Beginning,1.0,movie
Tiger & Bunny Movie 2: The Rising,1.0,movie
Tiger & Bunny: Too Many Cooks Spoil the Broth.,1.0,special
Time Bokan 2000: Kaitou Kiramekiman,26.0,tv
Time Bokan Series: Gyakuten Ippatsuman,58.0,tv
Time Bokan Series: Itadakiman,20.0,tv
Time Bokan Series: Time Patroltai Otasukeman,53.0,tv
Time Bokan Series: Yatterman,108.0,tv
Time Bokan Series: Yattodetaman,52.0,tv
Time Bokan Series: Zenderman,52.0,tv
Time Bokan: Gyakushuu no San Akunin,24.0,tv
Time Driver: Bokura ga Kaita Mirai,1.0,movie
Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,1.0,ova
Time Slip 1923: Mori no Miracle Jishin Taiken,1.0,ova
Time Slip Ichimannen: Prime Rose,1.0,special
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,12.0,tv
Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,1.0,special
Time: Toki no Shiori,1.0,music
Titi He Kiki: Moli Ketang,52.0,tv
To Heart 2: Dungeon Travelers,2.0,ova
To Heart: Remember My Memories,13.0,tv
To Heart: Remember My Memories Specials,7.0,special
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,1.0,ova
Toaru Kagaku no Accelerator: Tobidase Ippou-san - Hachamecha Kaishingeki,1.0,special
Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,1.0,ova
Toaru Kagaku no Railgun S: Motto Marutto Railgun,2.0,special
Toaru Kagaku no Railgun T: Motto Marutto Railgun,2.0,special
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,1.0,ova
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,1.0,ova
Toaru Kagaku no Railgun: Motto Marutto Railgun,2.0,special
Toaru Majutsu no Index Movie: Endymion no Kiseki,1.0,movie
Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,1.0,special
Tobidasu Ojarumaru 3D: Maro wa Ou-sama,1.0,movie
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,1.0,movie
Toho Cinemas & I Love Snoopy: The Peanuts Movie Collab Logo Eizou,1.0,movie
Toji no Miko: Kizamishi Issen no Tomoshibi,2.0,ova
Toji no Miko: Kizamishi Issen no Tomoshibi PV,2.0,ona
Toki no Daichi: Hana no Oukoku no Majo,3.0,ova
Toki no Tabibito: Time Stranger,1.0,movie
Toki wa Meguru: Tokyo Station,1.0,ona
Toki: Kono Hoshi no Mirai wo Mitsumete,2.0,special
Tokimeki Memorial: Forever With You,2.0,ova
Tokimeki Memorial: Only Love,25.0,tv
Tokimeki Memorial: Only Love Specials,2.0,special
Tokio Heidi: Mainichi no Kodomo Uta,,ona
Toku: Touken Ranbu - Hanamaru - Setsugetsuka,3.0,movie
Tokyo 24-ku: Reversal Film,1.0,special
Tokyo 7th Sisters: Bokura wa Aozora ni Naru,1.0,movie
Tokyo 7th Sisters: Bokura wa Aozora ni Naru: Character Butai Aisatsu Eizou,3.0,movie
Tokyo Babylon: Vision,1.0,music
"Tokyo Dai Kuushuu: Aoyo, Kaette Koi",1.0,ova
Tokyo Disney Resort: Yume ga Kanau Basho,1.0,special
"Tokyo Ghoul: ""Jack""",1.0,ova
"Tokyo Ghoul: ""Pinto""",1.0,ova
Tokyo Ghoul:re,12.0,tv
Tokyo Ghoul:re 2nd Season,12.0,tv
Tokyo Juushouden: Fuuma Gogyou Denshou,3.0,ova
Tokyo Majin Gakuen Kenpucho: Tou,14.0,tv
Tokyo Majin Gakuen Kenpucho: Tou Dai Ni Maku,12.0,tv
Tokyo One Piece Tower: Tongari Shima no Dai Hihou,1.0,movie
Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,3.0,ona
Tokyo Revengers: Seiya Kessen-hen,13.0,tv
Tokyo Revengers: Tenjiku-hen,,tv
Tomica Heroes Jobraver: Tokusou Gattai Robo,,ona
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu,37.0,tv
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),7.0,ona
Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu Movie,1.0,movie
Tomica Hyper Series: Next Stage,4.0,ona
Tomica Kizuna Gattai: Earth Granner,51.0,tv
Tomo: Tabidachi no Toki,1.0,music
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,1.0,ova
Tong Ge Wawa: Dou Hei Feng Guai,50.0,tv
Tongari Atama no Gonta: Futatsu no Namae wo Ikita Fukushima Hisai Inu no Monogatari,1.0,movie
Tongari Boushi no Memole: Marielle no Housekibako,1.0,ova
Tongzi Chuanqi: Da Nao Zhao Cai Dao,52.0,tv
Tongzi Chuanqi: Jixiang Zhongguo,52.0,tv
Tongzi Chuanqi: Zhao Cai Dao Zongdongyuan,52.0,tv
Tonikaku Kawaii: Joshikou-hen,4.0,ona
Tonikaku Kawaii: Kaisou,1.0,special
Tonikaku Kawaii: SNS,1.0,ova
Tonikaku Kawaii: Seifuku,1.0,special
Tono to Issho: Gantai no Yabou,12.0,tv
Tono to Issho: Ippunkan Gekijou,12.0,tv
Tony's Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,2.0,ova
Top Secret: The Revelation,26.0,tv
Toradora!: Bentou no Gokui,1.0,special
Toradora!: SOS! Kuishinbou Banbanzai,4.0,special
Tori vs. Buta: Buttobi Pizza Battle,1.0,ona
Toriko 3D: Kaimaku Gourmet Adventure!!,1.0,movie
Toriko Hime: Hakudaku Mamire no Reijou,2.0,ova
Toriko Movie: Bishokushin no Special Menu,1.0,movie
Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi,2.0,ova
Toriko no Shizuku: Natsu no Gouka Kyakusen de Kegasareru Otome-tachi,2.0,ova
Toriko: Barbarian Ivy wo Hokaku Seyo!,1.0,special
Toriko: Jump Super Anime Tour 2009 Special,1.0,special
Toromitsu Musume no Hitou Service: Torottoro Churu Churu Gohoushi Sasete Kudasai,1.0,ona
Toshokan Sensou: Kakumei no Tsubasa,1.0,movie
Toshokan Sensou: Koi no Shougai,1.0,special
Toshoshitsu no Kanojo: Seiso na Kimi ga Ochiru made - The Animation,6.0,ova
Tottoko Hamtarou Movie 1: Ham-Ham Land Daibouken,1.0,movie
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,1.0,movie
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,1.0,movie
Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,1.0,movie
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,1.0,ova
Tottoko Hamtarou OVA 2: Hamuchanzu no Takara Sagashi Daisaku - Hamuha! Suteki na Umi no Natsuyasumi,1.0,ova
Tottoko Hamtarou OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,1.0,ova
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,1.0,ova
"Tottoko Hamtarou: ""A"" kara ""N"" made Hiragana Asobi",1.0,ova
Tottoko Hamtarou: Anime Dechu!,1.0,ova
Tottoko Hamtarou: Best Hit Ham-chan'zu Music Clip,7.0,music
Tottoko Hamtarou: Hiragana Tanken,1.0,ova
Tou Xing Jiu Yue Tian: Tongnian Gushi,26.0,tv
Tou Xing Jiu Yue Tian: Zhentan Xueyuan,52.0,ona
Touch 2: Sayonara no Okurimono,1.0,movie
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,1.0,movie
Touch: Cross Road - Kaze no Yukue,1.0,special
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",1.0,special
Touch: Sebangou no Nai Ace,1.0,movie
Touch: Tobidashi wa Out da yo!,1.0,ova
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,26.0,tv
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,,ova
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,1.0,ova
Touken Ranbu: Hanamaru,12.0,tv
Touken Ranbu: Hanamaru - Makuai Kaisouroku,1.0,movie
Touken Ranbu: Hanamaru - Makuai Kaisouroku Manner Movies,2.0,movie
Touken Ranbu: Kyoden Moyuru Honnouji,,
Toukiden: The Age of Demons - Introduction,1.0,special
Toushindai My Lover: Minami tai Mecha-Minami,1.0,ova
Tousouchuu: Great Mission,,tv
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,1.0,ova
Towa no Quon 1: Utakata no Kaben,1.0,movie
Towa no Quon 2: Konton no Ranbu,1.0,movie
Towa no Quon 3: Mugen no Renza,1.0,movie
Towa no Quon 4: Guren no Shoushin,1.0,movie
Towa no Quon 5: Souzetsu no Raifuku,1.0,movie
Towa no Quon 6: Towa no Quon,1.0,movie
Tragic Silence: Shoujo Yugi,1.0,ova
Transformers: Car Robots,39.0,tv
Transformers: Choujin Master Force,43.0,tv
Transformers: Choujin Master Force Soushuuhen,4.0,ova
Transformers: Robot Masters,2.0,special
Transformers: Scramble City,1.0,ova
Transformers: The☆Headmasters,35.0,tv
Trava: Fist Planet,4.0,ova
Tres Marias: Sannin no Sei Shojo,2.0,ova
Triage X: Recollection XOXO,1.0,ova
Triangle Heart: Sazanami Joshi Ryo,5.0,ova
Triangle Heart: Sweet Songs Forever,4.0,ova
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori",24.0,tv
"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",2.0,ova
Trigun: Badlands Rumble,1.0,movie
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,1.0,movie
Trinity Seven Movie 2: Heavens Library to Crimson Lord,1.0,movie
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,1.0,ova
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,1.0,movie
True Blue: Gaiden,1.0,ova
True Tears: Mini Chara 4-koma Gekijou,7.0,special
True Tears: Raigomaru to Jibeta no Monogatari,1.0,special
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,1.0,movie
Tsubasa: Shunraiki,2.0,ova
Tsubasa: Tokyo Revelations,3.0,ova
Tsuki ga Kirei: Michinori,1.0,special
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,13.0,tv
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,4.0,ova
Tsukuyomi: Moon Phase,25.0,tv
Tsukuyomi: Moon Phase Special,1.0,special
Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,1.0,ova
Tsuma Netori: Ikumi to Shizuka,1.0,ova
Tsuma Netori: Ryoujoku Rinne,1.0,ova
Tsumamigui The Animation Chance.0: Watashi wo Check Shite Miru?,1.0,ova
Tsumurin: Funkoro Yakata ni Okurimono,1.0,ona
Tsumurin: Korokoro Yamu no Daibouken,2.0,ona
Tsuritama: Harikitte Contest,1.0,special
Tsuru ni Notte: Tomoko no Bouken,1.0,movie
Tsurune Movie: Hajimari no Issha,1.0,movie
Tsurune: Kazemai Koukou Kyuudou-bu,13.0,tv
Tsurune: Kazemai Koukou Kyuudou-bu - Yabai,1.0,special
Tsurune: Tsunagari no Issha,13.0,tv
Tsushima Maru: Sayounara Okinawa,1.0,movie
Tsuukin Kairaku: Chikan de Go!!,1.0,ova
Tsuyoshi Shikkari Shinasai: Tsuyoshi no Time Machine de Shikkari Shinasai,1.0,movie
Tu Xiao Bei: Dongwu Qi Yuan,43.0,ona
Tu Xiao Bei: Shenqi de Da Ziran,42.0,ona
Tudou Dori: Yi Meng Yilu,26.0,ona
Tulou Tanxian: Niuniu He Niuniu,26.0,tv
Tunshu Xiao Zhen: Le You Da Shijie,75.0,tv
Tunshu Xuetang: Chengyu Gushi,75.0,tv
Tunshu Xuetang: Jim Baike Changshi,75.0,tv
Tunshu Zhen Kuaile Shenghuo: Yanyu Leyuan,96.0,tv
Turn A Gundam I Movie: Earth Light,1.0,movie
Turn A Gundam II Movie: Moonlight Butterfly,1.0,movie
Turning Mecard W: Black Mirror-ui Buhwal,1.0,movie
Turning Mecard W: Vandyne-ui Bimil,6.0,tv
Turning Mecard W: Vandyne-ui Bimil - Teugbyeolpan,1.0,movie
Tuzi Bang: Jixie Shi Lianmeng,26.0,tv
Tuzki: Love Assassin,1.0,ona
Twin Signal: Family Game,3.0,ova
Twinkle Heart: Gingakei made Todokanai,1.0,ova
Two on the Road: Itsumo Futari de,2.0,ova
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,12.0,tv
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,6.0,ova
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,2.0,ova
UFO Princess Valkyrie: Recap,1.0,special
UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,1.0,special
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,1.0,special
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,1.0,movie
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,13.0,tv
Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,13.0,tv
Uchuu Kyoudai: Apo's Dream,1.0,ova
Uchuu Kyoudai: Itten no Hikari,1.0,movie
Uchuu Kyoudai: Number Zero,1.0,movie
Uchuu Neko: Mardock no Bouken,4.0,ona
Uchuu Senchi Kyuugou SOS: Tetsuwan Atom to Kangaeru Minna no Mirai,1.0,movie
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,1.0,movie
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune Picture Drama,3.0,special
Uchuu Senkan Yamato 2199: Tsuioku no Koukai,1.0,special
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,26.0,ova
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,8.0,ova
Uchuu Senkan Yamato II: Yamato yo Eien Nare,1.0,special
Uchuu Senkan Yamato III: Taiyoukei no Hakai,1.0,special
Uchuu Senkan Yamato: Aratanaru Tabidachi,1.0,special
Uchuu Senkan Yamato: Fukkatsu-hen,1.0,movie
Uchuu Senkan Yamato: Kanketsu-hen,1.0,movie
Uchuu no Hou: Erohim-hen,1.0,movie
Uchuu no Hou: Reimei-hen,1.0,movie
Uchuu no Kishi Tekkaman Blade II: Virgin Memory,1.0,special
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,1.0,ova
Uchuu no Kishi Tekkaman Blade OVA: Missing Link,1.0,ova
Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,1.0,ova
Ugoku Ehon: Miyoko-san no Monogatari,1.0,special
Ultra B: Black Hole kara no Dokusaisha BB!!,1.0,movie
Ultra Nyan 2: The Great Happy Operation,1.0,movie
Ultra Nyan: Hoshizora kara Maiorita Fushigi Neko,1.0,movie
Ultraman Kids: Haha wo Tazunete 3000-man Kounen,26.0,tv
Ultraman Kids: M7.8 Sei no Yukai na Nakama,1.0,movie
Ultraman M78 Gekijou: Love and Peace,1.0,special
Ultraman: Chou Toushi Gekiden - Suisei Senjin Tsuifon Toujou,1.0,ova
Ultraviolet: Code 044,12.0,tv
Ulysses: Jehanne Darc to Renkin no Kishi,12.0,tv
Uma Musume: Pretty Derby,13.0,tv
Uma Musume: Pretty Derby - 1st Anniversary Special Animation,1.0,special
Uma Musume: Pretty Derby - BNW no Chikai,3.0,special
Uma Musume: Pretty Derby - Road to the Top,4.0,ona
Uma Musume: Pretty Derby PV,1.0,ona
Uma Musume: Pretty Derby Season 2,13.0,tv
Uma Musume: Pretty Derby Season 3,,tv
Umeboshi Denka: Uchuu no Hate kara Panparopan!,1.0,movie
Umi Monogatari: Anata ga Ite Kureta Koto,12.0,tv
Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,1.0,special
Umi Monogatari: Kanon to Iku Amamikoshima,13.0,ona
Umi Monogatari: Marin no Kore Naani?,4.0,special
Umiushi Shimai Gekijou: Tanabata-hen,1.0,movie
Un-Go: Inga-ron,1.0,movie
Under the Dog: Anthea-chan,1.0,ona
Unico: Mahou no Shima e,1.0,movie
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,13.0,tv
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei Junjou Ha,13.0,tv
Unsweet: Netorare Ochita Onna-tachi,1.0,ova
"Urawa no Usagi-chan: Natsu no Hi to, Bushitsu to, Tomodachi to",1.0,special
Urban Square: Kohaku no Tsuigeki,1.0,ova
Urusei Yatsura 2: Beautiful Dreamer,1.0,movie
Urusei Yatsura Movie 1: Only You,1.0,movie
Urusei Yatsura Movie 3: Remember My Love,1.0,movie
Urusei Yatsura Movie 4: Lum The Forever,1.0,movie
Urusei Yatsura Movie 5: Kanketsu-hen,1.0,movie
Urusei Yatsura Movie 6: Itsudatte My Darling,1.0,movie
"Urusei Yatsura: Haru da, Tobidase!",1.0,special
Urusei Yatsura: The Shougaibutsu Suieitaikai,1.0,special
Usahana: Yumemiru Ballerina,7.0,special
Usamimi Bouken-tan: Sexual Harassment Shinagara Sekai wo Sukue,4.0,ova
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,1.0,special
Ushio to Tora: Comical Deformer Gekijou,1.0,ova
Usuzumizakura: Garo,1.0,movie
Uta no Sumu Ie: Maison Hatsune,1.0,music
Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,1.0,special
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,1.0,special
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,1.0,movie
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,1.0,movie
Utatte Asobou! Yukai na Ekaki Uta: Hajimete-hen,1.0,ova
Utatte Asobou! Yukai na Ekaki Uta: Wakuwaku-hen,1.0,ova
Utawarerumono: Futari no Hakuoro,28.0,tv
Utawarerumono: Itsuwari no Kamen,25.0,tv
Utawarerumono: Itsuwari no Kamen Specials,8.0,special
Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,1.0,ova
Uta∽Kata: Shotou no Futanatsu,1.0,special
Utsunomiko: Heaven Chapter,13.0,ova
VERSEⁿ: Episodeⁿ - Kuusou,1.0,ona
Valhait Rising: Kandou e.,1.0,ona
Valkyrie Drive: Mermaid,12.0,tv
Valkyrie Drive: Mermaid Specials,6.0,special
Vampire Knight: Gekiai no Portrait,1.0,special
Vampiyan Kids: Pilot,1.0,special
Vandread: Gekitou-hen,1.0,ova
Vandread: Taidou-hen,1.0,ova
Vandread: The Second Stage,13.0,tv
Vanitas no Karte: En Route Pour le Gévaudan,1.0,special
Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,1.0,special
Vatican Kiseki Chousakan: Majo no Soup,1.0,ova
Velvet Underworld: Alternative,1.0,music
Velvet Underworld: Fragment Person,12.0,music
Venus Blood: Brave,4.0,ova
Venus Project: Climax,6.0,tv
Versailles no Bara: Moetsukita Bara no Shouzou,1.0,special
Versailles no Bara: Seimei Aru Kagiri Aishite,1.0,movie
Vexille: 2077 Nihon Sakoku,1.0,movie
Vinland Saga Season 2: Drowning in the Shadow,1.0,ona
Vinland Saga Season 2: Same Old Story,1.0,ona
Violence Gekiga Shin David no Hoshi: Inma Densetsu,1.0,ova
Violence Jack: Harem Bomber-hen,1.0,ova
Violence Jack: Hell's Wind-hen,1.0,ova
Violence Jack: Jigoku Gai-hen,1.0,ova
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,1.0,movie
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",1.0,special
Violet Evergarden: Recollections,1.0,special
Virtua Fighter: Costomize Clip,1.0,ova
Virus: Virus Buster Serge,12.0,tv
Visions of Frank: Short Films by Japan's Most Audacious Animators,9.0,ova
Vivy: Fluorite Eye's Song,13.0,tv
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,1.0,special
W'z: Hand Shakers with W'z,1.0,special
W-Tails Cat: A Strange Presence,7.0,ona
W: Wish,13.0,tv
W: Wish Omake,4.0,special
Waga Seishun no Arcadia: Mugen Kidou SSX,22.0,tv
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,1.0,special
Wagaya no Koutsuu Anzen: Chichi to no Yakusoku,1.0,ova
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,12.0,special
Wai Shuo Si Da Mingzhu: Wai Shuo Honglou,1.0,special
Wakaba*Girl: Onsen Tsukaritai,1.0,special
Wakakusa Monogatari: Nan to Jo-sensei,40.0,tv
Wakakusa Monogatari: Nan to Jo-sensei Specials,2.0,special
Wake Up! Aria: Majokko Virgin Kiki Ippatsu,1.0,ova
"Wake Up, Girls! Deai no Kiroku: A Brief Recording",1.0,ova
Wakusei Robo Danguard Ace: Uchuu Daikaisen,1.0,movie
Wana: Hakudaku Mamire no Houkago,2.0,ova
Wangu Xian Qiong III: Eren Gu Pian,13.0,ona
Wangu Xian Qiong IV: Yin Yue Cheng Pian,12.0,ona
Warabigami: Ten no Komoriuta,1.0,music
Wares: Beyond,1.0,ona
Washimo Special: Chikyuu no Mirai wo Sukue! Washimo vs Washija,1.0,special
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru",1.0,ova
"Watashi no Na wa Outafukuko: Chiisana Shiawase wo, Chikyuu no Shiawase ni.",3.0,ona
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,1.0,ova
Watashi to Watashi: Futari no Lotte,29.0,tv
Wazaguu! vs. Dangerous Jiisan Ja: Houfukuzettou! Anime Quiz,1.0,ova
We are Bulletproof: The Eternal,1.0,music
Wei Wei Hou: Qingchun Fangxian,26.0,tv
Weiba Menghuan Qu: Baike 150 Wen,75.0,tv
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,1.0,ova
Wellber no Monogatari: Sisters of Wellber,13.0,tv
Wellber no Monogatari: Sisters of Wellber Zwei,13.0,tv
Wild Arms: Twilight Venom,22.0,tv
Wind: A Breath of Heart,1.0,ova
Wind: A Breath of Heart (TV),13.0,tv
Wind: A Breath of Heart OVA,3.0,ova
Wind: A Breath of Heart Specials,4.0,special
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,1.0,ova
Witch Hat: Majo to Boushi no Waltz,1.0,music
With You: Mitsumeteitai,2.0,ova
Wizard Barristers: Benmashi Cecil,12.0,tv
Wo De San Ti: Zhang Bei Hai Zhuan,9.0,ona
Wo Jia Da Shixiong Naozi You Keng: Tebie Pian,52.0,ona
Wo Jiao MT: Guilai,10.0,ona
Wo Jiao MT: Shankou Shan Zhan Ji,1.0,movie
Wo Shi Da Xiongmao: Xiongmao Da Xia,1.0,movie
Wo Shi Lang: Huolong Shanda Maoxian,1.0,movie
Wo Wei Ge Kuang: Xuanlu Chongqi,12.0,ona
Wonder Egg Priority: Watashi no Priority,1.0,special
Wonder Gravity: Pino To Juuryoku Tsukai,1.0,ona
Wonderful World: Ganmen Shintaisou,1.0,music
Wooser no Sono Higurashi: Kakusei-hen,12.0,tv
Wooser no Sono Higurashi: Ken to Pants to Wooser to,1.0,special
Wooser no Sono Higurashi: Mugen-hen,13.0,tv
World Destruction: Sekai Bokumetsu no Rokunin,13.0,tv
Wu Liuqi: Anying Suming,10.0,ona
Wu Liuqi: Xuanwu Guo Pian,10.0,ona
